total_requests,availability,error_rate,latency_p50_ms,latency_p95_ms,latency_p99_ms,fallback_success_rate,cache_hit_rate,circuit_open_count,recovery_time_ms,estimated_cost,estimated_cost_saved,scenario_primary_timeout_100,scenario_primary_flaky_50,scenario_all_healthy,scenario_cascading_failure_both_flaky
400,0.9225,0.0775,271.17,314.34,319.19,0.7182,0.605,14,2316.9188499450684,0.057262,0.242,pass,pass,pass,pass
